Salary,Cumulative Percentage
45000,0.019969913328579163
90000,0.05990973998573749
70000,0.09097404960797174
95000,0.13313275552386108
105000,0.17972921995721247
90000,0.2196690466143708
85000,0.2573899940127981
85000,0.2951109414112254
85000,0.3328318888096527
95000,0.374990594725542
85000,0.4127115421239693
95000,0.45487024803985865
90000,0.494810074697017
95000,0.5369687806129063
85000,0.5746897280113337
95000,0.616848433927223
85000,0.6545693813256503
95000,0.6967280872415397
95000,0.738886793157429
90000,0.7788266198145873
85000,0.8165475672130147
110000,0.8653629109050971
95000,0.9075216168209864
90000,0.9474614434781448
85000,0.9851823908765721
190000,1.0694998027083509
190000,1.1538172145401295
190000,1.2381346263719082
190000,1.3224520382036868
190000,1.4067694500354655
190000,1.4910868618672442
190000,1.5754042736990228
190000,1.6597216855308015
190000,1.7440390973625801
190000,1.8283565091943588
190000,1.9126739210261374
190000,1.996991332857916
190000,2.0813087446896947
190000,2.1656261565214736
190000,2.2499435683532525
190000,2.3342609801850314
190000,2.4185783920168102
190000,2.502895803848589
190000,2.587213215680368
190000,2.671530627512147
190000,2.7558480393439257
190000,2.8401654511757046
190000,2.9244828630074835
190000,3.0088002748392624
190000,3.0931176866710413
190000,3.17743509850282
190000,3.261752510334599
190000,3.346069922166378
190000,3.4303873339981568
190000,3.5147047458299356
190000,3.5990221576617145
190000,3.6833395694934934
190000,3.7676569813252723
190000,3.851974393157051
190000,3.93629180498883
190000,4.020609216820609
190000,4.104926628652388
190000,4.189244040484167
190000,4.2735614523159455
190000,4.357878864147724
190000,4.442196275979503
190000,4.526513687811282
190000,4.610831099643061
190000,4.69514851147484
190000,4.779465923306619
190000,4.863783335138398
190000,4.9481007469701765
190000,5.032418158801955
190000,5.116735570633734
190000,5.201052982465513
190000,5.285370394297292
190000,5.369687806129071
190000,5.45400521796085
190000,5.538322629792629
165000,5.611545645330752
170000,5.686987540127607
180000,5.766867193441923
180000,5.84674684675624
180000,5.926626500070556
180000,6.006506153384873
180000,6.086385806699189
180000,6.166265460013506
180000,6.246145113327822
180000,6.3260247666421385
180000,6.405904419956455
180000,6.485784073270771
180000,6.565663726585088
180000,6.645543379899404
180000,6.725423033213721
190000,6.8097404450455
180000,6.889620098359816
185000,6.971718630932864
180000,7.051598284247181
185000,7.133696816820228
180000,7.213576470134544
185000,7.295675002707592
180000,7.375554656021908
185000,7.457653188594955
180000,7.537532841909272
185000,7.619631374482319
155000,7.688416631502981
140000,7.750545250747449
150000,7.81711162850938
140000,7.879240247753849
140000,7.941368866998317
140000,8.003497486242786
140000,8.065626105487254
140000,8.127754724731723
140000,8.189883343976192
140000,8.25201196322066
140000,8.314140582465129
145000,8.378488080968328
140000,8.440616700212797
145000,8.504964198715996
140000,8.567092817960464
145000,8.631440316463664
140000,8.693568935708132
145000,8.757916434211332
140000,8.8200450534558
145000,8.884392551959
140000,8.946521171203468
145000,9.010868669706667
140000,9.072997288951136
145000,9.137344787454335
140000,9.199473406698804
135000,9.259383146684542
140000,9.32151176592901
135000,9.381421505914748
140000,9.443550125159216
135000,9.503459865144954
140000,9.565588484389423
