Salary,Cumulative Percentage
35000,0.032150338953215646
35000,0.06430067790643129
30000,0.09185811129490185
55538,0.14287426914586443
51832,0.19048616539223795
55538,0.24150232324320053
51832,0.28911421948957405
51831,0.3367251971548346
52612,0.3850535866693084
52831,0.43358314544751797
52612,0.48191153496199174
52779,0.530393327522328
52779,0.5788751200826643
52831,0.6274046788608739
52612,0.6757330683753476
52779,0.7242148609356839
52779,0.7726966534960201
52831,0.8212262122742298
52612,0.8695546017887035
40000,0.9062978463066642
25000,0.9292623741303897
25000,0.9522269019541152
25000,0.9751914297778407
25000,0.9981559576015662
25000,1.0211204854252915
25000,1.044085013249017
25000,1.0670495410727423
25000,1.0900140688964677
25000,1.112978596720193
25000,1.1359431245439184
25000,1.1589076523676438
25000,1.1818721801913692
25000,1.2048367080150946
25000,1.22780123583882
25000,1.2507657636625453
25000,1.2737302914862707
25000,1.296694819309996
25000,1.3196593471337215
25000,1.3426238749574468
25000,1.3655884027811722
25000,1.3885529306048976
25000,1.411517458428623
25000,1.4344819862523484
25000,1.4574465140760737
25000,1.480411041899799
25000,1.5033755697235245
25000,1.5263400975472499
25000,1.5493046253709752
25000,1.5722691531947006
25000,1.595233681018426
25000,1.6181982088421514
25000,1.6411627366658768
25000,1.6641272644896021
25000,1.6870917923133275
25000,1.7100563201370529
25000,1.7330208479607783
25000,1.7559853757845036
25000,1.778949903608229
25000,1.8019144314319544
25000,1.8248789592556798
25000,1.8478434870794052
25000,1.8708080149031305
25000,1.893772542726856
25000,1.9167370705505813
25000,1.9397015983743067
25000,1.962666126198032
25000,1.9856306540217574
25000,2.008595181845483
25000,2.0315597096692084
25000,2.054524237492934
25000,2.0774887653166596
25000,2.100453293140385
25000,2.123417820964111
25000,2.1463823487878364
25000,2.169346876611562
40000,2.206090121129523
28000,2.2318103922920955
25000,2.254774920115821
25000,2.2777394479395467
25000,2.3007039757632723
25000,2.323668503586998
25000,2.3466330314107235
25000,2.369597559234449
25000,2.3925620870581747
40000,2.4293053315761357
28000,2.4550256027387083
25000,2.477990130562434
25000,2.5009546583861595
25000,2.523919186209885
25000,2.5468837140336107
25000,2.5698482418573363
25000,2.592812769681062
25000,2.6157772975047875
40000,2.6525205420227485
28000,2.678240813185321
25000,2.7012053410090466
25000,2.7241698688327722
25000,2.747134396656498
25000,2.7700989244802234
25000,2.793063452303949
25000,2.8160279801276746
25000,2.8389925079514002
40000,2.875735752469361
28000,2.901456023631934
25000,2.9244205514556594
25000,2.947385079279385
25000,2.9703496071031106
25000,2.993314134926836
25000,3.016278662750562
25000,3.0392431905742874
25000,3.062207718398013
28000,3.0879279895605856
25000,3.110892517384311
25000,3.1338570452080368
25000,3.1568215730317624
25000,3.179786100855488
25000,3.2027506286792136
25000,3.225715156502939
25000,3.2486796843266648
25000,3.2716442121503904
35000,3.303794551103606
45000,3.345130701186312
40000,3.381873945704273
40000,3.4186171902222338
35000,3.4507675291754496
35000,3.4829178681286654
35000,3.5150682070818813
35000,3.547218546035097
100000,3.639076657329999
100000,3.730934768624901
100000,3.822792879919803
100000,3.914650991214705
