Salary,Cumulative Percentage
350.0,0.00012184700550905473
500.0,0.0002959141562362758
550.0,0.00048738802203621894
30000.0,0.01093141706566948
30000.0,0.021375446109302743
32000.0,0.03251574375584489
32000.0,0.04365604140238704
32000.0,0.05479633904892919
32000.0,0.06593663669547134
32000.0,0.07707693434201349
35000.0,0.08926163489291897
35000.0,0.10144633544382445
35000.0,0.11363103599472993
35000.0,0.1258157365456354
35000.0,0.1380004370965409
35000.0,0.15018513764744637
35000.0,0.16236983819835185
35000.0,0.17455453874925733
35000.0,0.1867392393001628
35000.0,0.1989239398510683
35000.0,0.21110864040197377
35000.0,0.22329334095287925
35000.0,0.23547804150378474
35000.0,0.24766274205469022
35000.0,0.25984744260559567
35000.0,0.27203214315650115
35000.0,0.28421684370740663
35000.0,0.2964015442583121
35000.0,0.3085862448092176
35000.0,0.32077094536012307
35000.0,0.33295564591102855
35000.0,0.34514034646193403
35000.0,0.3573250470128395
35000.0,0.369509747563745
35000.0,0.3816944481146505
35000.0,0.39387914866555596
35000.0,0.40606384921646144
35000.0,0.4182485497673669
35000.0,0.4304332503182724
35000.0,0.4426179508691779
35000.0,0.45480265142008336
35000.0,0.46698735197098884
35000.0,0.4791720525218943
35000.0,0.4913567530727998
35000.0,0.5035414536237053
35000.0,0.5157261541746108
35000.0,0.5279108547255162
35000.0,0.5400955552764217
35000.0,0.5522802558273272
35000.0,0.5644649563782327
35000.0,0.5766496569291382
35000.0,0.5888343574800436
35000.0,0.6010190580309491
35000.0,0.6132037585818546
35000.0,0.6253884591327601
35000.0,0.6375731596836656
35000.0,0.649757860234571
35000.0,0.6619425607854765
35000.0,0.674127261336382
35000.0,0.6863119618872875
35000.0,0.698496662438193
35000.0,0.7106813629890985
35000.0,0.7228660635400039
35000.0,0.7350507640909094
35000.0,0.7472354646418149
35000.0,0.7594201651927204
35000.0,0.7716048657436259
35000.0,0.7837895662945313
35000.0,0.7959742668454368
35000.0,0.8081589673963423
35000.0,0.8203436679472478
35000.0,0.8325283684981533
35000.0,0.8447130690490587
35000.0,0.8568977695999642
35000.0,0.8690824701508697
35000.0,0.8812671707017752
35000.0,0.8934518712526807
35000.0,0.9056365718035861
35000.0,0.9178212723544916
35000.0,0.9300059729053971
35000.0,0.9421906734563026
35000.0,0.9543753740072081
35000.0,0.9665600745581135
35000.0,0.978744775109019
35000.0,0.9909294756599245
35000.0,1.00311417621083
35000.0,1.0152988767617355
36000.0,1.0278317116140954
36000.0,1.0403645464664553
36000.0,1.0528973813188152
36000.0,1.065430216171175
36000.0,1.077963051023535
36000.0,1.0904958858758949
36000.0,1.1030287207282548
36000.0,1.1155615555806146
36000.0,1.1280943904329745
36000.0,1.1406272252853344
36000.0,1.1531600601376943
36000.0,1.1656928949900542
36000.0,1.1782257298424141
36000.0,1.190758564694774
36000.0,1.203291399547134
36000.0,1.2158242343994938
37000.0,1.2287052035533081
37000.0,1.2415861727071225
37000.0,1.2544671418609368
37000.0,1.267348111014751
37000.0,1.2802290801685654
37000.0,1.2931100493223797
37000.0,1.305991018476194
37000.0,1.3188719876300083
38000.0,1.332101091085277
38000.0,1.3453301945405458
40000.0,1.3592555665987236
40000.0,1.3731809386569014
40000.0,1.3871063107150792
40000.0,1.401031682773257
40000.0,1.4149570548314347
40000.0,1.4288824268896125
40000.0,1.4428077989477903
40000.0,1.456733171005968
40000.0,1.470658543064146
40000.0,1.4845839151223237
40000.0,1.4985092871805015
40000.0,1.5124346592386793
40000.0,1.526360031296857
40000.0,1.5402854033550348
40000.0,1.5542107754132126
40000.0,1.5681361474713904
40000.0,1.5820615195295682
40000.0,1.595986891587746
40000.0,1.6099122636459238
40000.0,1.6238376357041016
40000.0,1.6377630077622793
40000.0,1.6516883798204571
40000.0,1.665613751878635
40000.0,1.6795391239368127
40000.0,1.6934644959949905
40000.0,1.7073898680531683
40000.0,1.721315240111346
40000.0,1.7352406121695239
40000.0,1.7491659842277016
40000.0,1.7630913562858794
40000.0,1.7770167283440572
40000.0,1.790942100402235
40000.0,1.8048674724604128
40000.0,1.8187928445185906
40000.0,1.8327182165767684
40000.0,1.8466435886349462
40000.0,1.860568960693124
40000.0,1.8744943327513017
40000.0,1.8884197048094795
40000.0,1.9023450768676573
40000.0,1.916270448925835
40000.0,1.9301958209840129
40000.0,1.9441211930421907
40000.0,1.9580465651003685
40000.0,1.9719719371585462
40000.0,1.985897309216724
40000.0,1.9998226812749018
40000.0,2.0137480533330794
40000.0,2.027673425391257
40000.0,2.0415987974494345
40000.0,2.055524169507612
40000.0,2.0694495415657896
40000.0,2.083374913623967
41000.0,2.0976484199835994
41000.0,2.1119219263432316
42000.0,2.126543567004318
42000.0,2.1411652076654044
42000.0,2.155786848326491
42000.0,2.170408488987577
42000.0,2.1850301296486636
42000.0,2.19965177030975
45000.0,2.2153178138752
45000.0,2.2309838574406498
45000.0,2.2466499010060996
45000.0,2.2623159445715495
45000.0,2.2779819881369994
45000.0,2.2936480317024492
45000.0,2.309314075267899
45000.0,2.324980118833349
45000.0,2.340646162398799
45000.0,2.3563122059642487
45000.0,2.3719782495296986
45000.0,2.3876442930951485
45000.0,2.4033103366605983
45000.0,2.418976380226048
45000.0,2.434642423791498
45000.0,2.450308467356948
45000.0,2.465974510922398
45000.0,2.4816405544878477
45000.0,2.4973065980532976
45000.0,2.5129726416187474
45000.0,2.5286386851841973
45000.0,2.544304728749647
45000.0,2.559970772315097
45000.0,2.575636815880547
45000.0,2.591302859445997
45000.0,2.6069689030114467
45000.0,2.6226349465768966
45000.0,2.6383009901423464
45000.0,2.6539670337077963
45000.0,2.669633077273246
45000.0,2.685299120838696
45000.0,2.700965164404146
45000.0,2.716631207969596
45000.0,2.7322972515350457
45000.0,2.7479632951004955
45000.0,2.7636293386659454
45000.0,2.7792953822313953
45000.0,2.794961425796845
45000.0,2.810627469362295
45000.0,2.826293512927745
45000.0,2.8419595564931948
45000.0,2.8576256000586446
45000.0,2.8732916436240945
45000.0,2.8889576871895444
45000.0,2.9046237307549942
45000.0,2.920289774320444
45000.0,2.935955817885894
45000.0,2.951621861451344
45000.0,2.9672879050167937
45000.0,2.9829539485822436
45000.0,2.9986199921476935
45000.0,3.0142860357131434
45000.0,3.0299520792785932
45000.0,3.045618122844043
45000.0,3.061284166409493
45000.0,3.076950209974943
45000.0,3.0926162535403927
45000.0,3.1082822971058426
45000.0,3.1239483406712925
45000.0,3.1396143842367423
45000.0,3.155280427802192
47000.0,3.171642739970551
47000.0,3.1880050521389096
48000.0,3.204715498608723
48000.0,3.2214259450785363
48000.0,3.2381363915483496
48000.0,3.254846838018163
48000.0,3.2715572844879763
