Salary,Cumulative Percentage
32000.0,0.01324033986148428
32000.0,0.02648067972296856
32000.0,0.039721019584452844
32000.0,0.05296135944593712
32000.0,0.0662016993074214
32000.0,0.07944203916890567
32000.0,0.09268237903038995
32000.0,0.10592271889187423
32000.0,0.1191630587533585
32000.0,0.1324033986148428
40000.0,0.14895382344169814
40000.0,0.16550424826855348
40000.0,0.18205467309540882
40000.0,0.19860509792226416
42000.0,0.21598304399046228
42000.0,0.2333609900586604
45000.0,0.25198021798887266
45000.0,0.2705994459190849
45000.0,0.28921867384929717
45000.0,0.3078379017795094
45000.0,0.3264571297097217
45000.0,0.34507635763993394
45000.0,0.3636955855701462
45000.0,0.38231481350035845
45000.0,0.4009340414305707
45000.0,0.41955326936078297
48000.0,0.4394137791530094
48000.0,0.4592742889452358
49000.0,0.4795485593581336
49000.0,0.49982282977103143
49000.0,0.5200971001839292
49000.0,0.5403713705968269
49000.0,0.5606456410097247
49000.0,0.5809199114226224
49000.0,0.6011941818355202
49000.0,0.621468452248418
49000.0,0.6417427226613157
49000.0,0.6620169930742135
49000.0,0.6822912634871112
49000.0,0.702565533900009
49000.0,0.7228398043129067
49000.0,0.7431140747258045
50000.0,0.7638021057593737
50000.0,0.7844901367929429
50000.0,0.8051781678265121
50000.0,0.8258661988600813
50000.0,0.8465542298936505
50000.0,0.8672422609272197
50000.0,0.8879302919607889
50000.0,0.9086183229943581
50000.0,0.9293063540279273
50000.0,0.9499943850614965
50000.0,0.9706824160950657
50000.0,0.9913704471286349
50000.0,1.012058478162204
50000.0,1.032746509195773
50000.0,1.0534345402293421
50000.0,1.0741225712629112
50000.0,1.0948106022964803
50000.0,1.1154986333300494
50000.0,1.1361866643636185
50000.0,1.1568746953971876
50000.0,1.1775627264307567
50000.0,1.1982507574643257
50000.0,1.2189387884978948
50000.0,1.239626819531464
50000.0,1.260314850565033
50000.0,1.281002881598602
50000.0,1.3016909126321712
50000.0,1.3223789436657403
50000.0,1.3430669746993094
50000.0,1.3637550057328784
50000.0,1.3844430367664475
55000.0,1.4071998709033737
55000.0,1.4299567050403
55000.0,1.4527135391772261
55000.0,1.4754703733141523
55000.0,1.4982272074510785
55000.0,1.5209840415880047
